order_number,toothbrush_type,order_date,customer_age,order_quantity,delivery_postcode,billing_postcode,is_first,dispatch_status,dispatch_date,delivery_status,delivery_date
BRU00009094,Toothbrush 2000,2022-12-18 17:37:39.638802000,80,9,EN55TL,EN55TL,True,Order Confirmed,2022-12-18 19:16:13.434816000,,
BRU00009160,Toothbrush 4000,2022-12-18 15:53:04.555399200,19,8,CA101QS,CA101QS,True,Order Confirmed,2022-12-18 16:42:07.743769200,,
BRU00009215,Toothbrush 2000,2022-12-19 01:06:39.238020000,93,4,CB42LT,CB42LT,True,Order Received,,,
BRU00009111,Toothbrush 4000,2022-12-19 15:36:44.496215200,19,3,B901JP,B901JP,True,Order Confirmed,2022-12-19 16:54:18.447259600,,
BRU00008655,Toothbrush 2000,2022-12-18 23:15:23.924675200,65,6,CW113BZ,CW113BZ,True,Order Confirmed,2022-12-19 00:40:51.379082800,,
BRU00009260,Toothbrush 2000,2022-12-18 10:58:16.090798000,60,7,DE61HP,DE61HP,True,Order Confirmed,2022-12-18 12:28:59.455710399,,
BRU00008654,Toothbrush 2000,2022-12-19 06:41:01.564762400,76,3,DE12PL,DE12PL,True,Order Confirmed,2022-12-19 07:39:19.407465200,,
BRU00009253,Toothbrush 4000,2022-12-19 12:17:42.419555600,27,3,DL179JE,DL179JE,True,Order Confirmed,2022-12-19 13:13:00.370557200,,
BRU00008894,Toothbrush 2000,2022-12-19 08:35:44.667393600,98,4,CM164EH,CM164EH,True,Order Confirmed,2022-12-19 09:40:01.447009199,,
BRU00009093,Toothbrush 4000,2022-12-19 07:59:07.762750000,27,6,DY130LJ,DY130LJ,True,Order Received,,,
BRU00009059,Toothbrush 4000,2022-12-19 10:24:28.145073600,30,9,B913FD,B913FD,True,Order Confirmed,2022-12-19 11:39:31.537857600,,
BRU00009097,Toothbrush 4000,2022-12-19 14:46:09.442566800,40,9,HX29RU,HX29RU,True,Order Confirmed,2022-12-19 15:57:33.995339600,,
BRU00008603,Toothbrush 4000,2022-12-19 08:03:42.693922800,29,3,EX66DR,EX66DR,True,Order Confirmed,2022-12-19 09:11:22.933942800,,
BRU00009021,Toothbrush 2000,2022-12-18 20:45:35.248679200,95,4,HD80AF,HD80AF,True,Order Received,,,
BRU00009065,Toothbrush 4000,2022-12-19 09:10:18.778690800,40,2,BN246EG,BN246EG,True,Order Confirmed,2022-12-19 10:39:10.199752800,,
BRU00009136,Toothbrush 2000,2022-12-19 03:19:15.424689200,64,6,BB115JA,BB115JA,True,Order Confirmed,2022-12-19 04:13:21.590895200,,
BRU00009230,Toothbrush 4000,2022-12-19 11:58:15.254858400,27,2,BD194BL,BD194BL,True,Order Received,,,
BRU00009237,Toothbrush 4000,2022-12-19 00:52:39.256807600,9,2,DY51AU,DY51AU,True,Order Confirmed,2022-12-19 01:48:02.189269600,,
BRU00009084,Toothbrush 2000,2022-12-18 17:12:47.596806000,79,7,IP224LU,IP224LU,True,Order Confirmed,2022-12-18 18:19:27.348193200,,
BRU00008953,Toothbrush 4000,2022-12-19 11:29:28.413920800,21,9,DG88AL,DG88AL,True,Order Received,,,
BRU00008584,Toothbrush 2000,2022-12-18 13:05:28.843607600,83,5,CT34LJ,CT34LJ,True,Order Confirmed,2022-12-18 13:50:36.256385600,,
BRU00008698,Toothbrush 2000,2022-12-18 09:28:07.717730000,66,3,DT49JE,DT49JE,True,Order Received,,,
BRU00008960,Toothbrush 2000,2022-12-18 22:50:22.757915600,55,1,EN34UF,EN34UF,True,Order Confirmed,2022-12-18 23:42:58.261538000,,
BRU00008649,Toothbrush 4000,2022-12-18 15:21:28.413110400,17,2,CV212QT,CV212QT,True,Order Received,,,
BRU00008750,Toothbrush 4000,2022-12-19 05:42:06.775408400,-2,9,B31DB,B31DB,True,Order Received,,,
BRU00009239,Toothbrush 2000,2022-12-19 03:41:02.205731600,74,7,CF644PX,CF644PX,True,Order Received,,,
BRU00008678,Toothbrush 4000,2022-12-19 13:53:19.441893600,29,8,DA14LB,DA14LB,True,Order Confirmed,2022-12-19 15:10:00.017962800,,
BRU00009174,Toothbrush 4000,2022-12-18 18:35:32.630555200,33,1,BN18JA,BN18JA,True,Order Received,,,
BRU00009002,Toothbrush 4000,2022-12-19 03:33:48.164482400,23,1,GU341AY,GU341AY,True,Order Confirmed,2022-12-19 04:30:59.592902000,,
BRU00008815,Toothbrush 2000,2022-12-19 01:31:14.986659600,81,4,B314QF,B314QF,True,Order Received,,,
BRU00008782,Toothbrush 2000,2022-12-19 04:11:35.533900800,79,3,CF426NP,CF426NP,True,Order Received,,,
BRU00009177,Toothbrush 4000,2022-12-19 06:29:10.223219200,14,5,DL19RZ,DL19RZ,True,Order Received,,,
BRU00009240,Toothbrush 4000,2022-12-18 16:56:54.291070000,10,6,DE231RA,DE231RA,True,Order Confirmed,2022-12-18 18:11:15.993280000,,
BRU00009029,Toothbrush 4000,2022-12-19 11:04:32.473205200,34,1,GL75QU,GL75QU,True,Order Received,,,
BRU00009020,Toothbrush 2000,2022-12-18 12:43:10.638944800,65,7,CF145EL,CF145EL,True,Order Confirmed,2022-12-18 13:33:38.194675600,,
BRU00008870,Toothbrush 4000,2022-12-18 06:13:36.671850000,37,4,BS45AL,BS45AL,True,Order Received,,,
BRU00008770,Toothbrush 2000,2022-12-19 02:39:13.894039600,70,5,E181EE,E181EE,True,Order Confirmed,2022-12-19 03:45:27.928783600,,
BRU00009095,Toothbrush 2000,2022-12-19 05:15:08.579693600,83,7,BL25ES,BL25ES,True,Order Confirmed,2022-12-19 06:14:39.743240000,,
BRU00008715,Toothbrush 2000,2022-12-18 17:07:29.527954400,77,6,BH212DU,BH212DU,True,Order Confirmed,2022-12-18 18:10:50.904686000,,
BRU00008863,Toothbrush 2000,2022-12-18 20:34:51.003998400,64,7,DG34LA,DG34LA,True,Order Confirmed,2022-12-18 21:39:25.255476000,,
BRU00008806,Toothbrush 2000,2022-12-18 13:45:56.576672000,86,1,CB98DP,CB98DP,True,Order Confirmed,2022-12-18 14:50:18.445848800,,
BRU00009235,Toothbrush 4000,2022-12-19 02:17:17.188511600,22,8,CV350QB,CV350QB,True,Order Confirmed,2022-12-19 03:42:25.758914000,,
BRU00009062,Toothbrush 4000,2022-12-19 15:13:21.701615600,10,8,CR09LR,CR09LR,True,Order Received,,,
BRU00009112,Toothbrush 4000,2022-12-19 03:25:41.664013600,32,4,CF717JN,CF717JN,True,Order Confirmed,2022-12-19 04:42:05.755312000,,
BRU00008935,Toothbrush 2000,2022-12-18 20:46:08.938203200,62,1,AL35EW,AL35EW,True,Order Received,,,
BRU00008642,Toothbrush 2000,2022-12-19 12:24:41.858269200,63,7,HP235RR,HP235RR,True,Order Received,,,
BRU00008818,Toothbrush 2000,2022-12-18 16:32:08.264270400,88,2,CM29PH,CM29PH,True,Order Confirmed,2022-12-18 17:48:10.706428799,,
BRU00008993,Toothbrush 2000,2022-12-19 06:06:29.016001600,74,4,DN123AQ,DN123AQ,True,Order Received,,,
BRU00009220,Toothbrush 2000,2022-12-19 00:49:14.494676000,70,9,IP119FJ,IP119FJ,True,Order Confirmed,2022-12-19 02:06:15.257291600,,
BRU00009104,Toothbrush 4000,2022-12-19 00:19:33.288999600,17,3,CV378NW,CV378NW,True,Order Received,,,
BRU00009185,Toothbrush 4000,2022-12-19 04:59:21.263824400,22,4,CA26RZ,CA26RZ,True,Order Received,,,
BRU00008905,Toothbrush 2000,2022-12-19 10:29:02.143355600,73,6,CF53DH,CF53DH,True,Order Received,,,
BRU00009040,Toothbrush 2000,2022-12-18 13:37:21.757120400,71,7,IP279GU,IP279GU,True,Order Confirmed,2022-12-18 14:55:27.642494000,,
BRU00009001,Toothbrush 4000,2022-12-19 02:25:03.997468000,16,8,G733HR,G733HR,True,Order Confirmed,2022-12-19 03:28:30.550286800,,
BRU00009323,Toothbrush 2000,2022-12-18 21:25:50.293033600,78,1,B151HS,B151HS,True,Order Confirmed,2022-12-18 22:38:41.917469200,,
BRU00009043,Toothbrush 4000,2022-12-19 06:43:25.437764800,26,1,HA30XJ,HA30XJ,True,Order Received,,,
BRU00008676,Toothbrush 4000,2022-12-19 20:22:32.217324800,19,8,CH73AN,CH73AN,True,Order Confirmed,2022-12-19 21:20:30.637214000,,
BRU00008893,Toothbrush 2000,2022-12-19 04:28:31.331484000,86,2,BL15EF,BL15EF,True,Order Received,,,
BRU00009319,Toothbrush 2000,2022-12-18 16:27:53.832640400,82,5,GL46TD,GL46TD,True,Order Received,,,
BRU00009312,Toothbrush 4000,2022-12-19 12:07:48.015752400,24,3,BL24NS,BL24NS,True,Order Received,,,
BRU00008813,Toothbrush 4000,2022-12-19 12:50:50.223146400,23,2,DH58JA,DH58JA,True,Order Confirmed,2022-12-19 14:03:10.523488800,,
BRU00009080,Toothbrush 4000,2022-12-18 21:42:03.067944400,22,7,CF374RY,CF374RY,True,Order Received,,,
BRU00008933,Toothbrush 2000,2022-12-19 07:52:46.885486000,74,7,HA55AB,HA55AB,True,Order Received,,,
BRU00008624,Toothbrush 2000,2022-12-19 09:26:51.798379600,70,4,HS29JF,HS29JF,True,Order Confirmed,2022-12-19 10:16:33.336876400,,
BRU00009126,Toothbrush 2000,2022-12-18 13:04:16.135566800,53,6,BN207HP,BN207HP,True,Order Received,,,
BRU00008925,Toothbrush 2000,2022-12-19 08:33:28.782341600,81,6,GL13DZ,GL13DZ,True,Order Received,,,
BRU00008807,Toothbrush 2000,2022-12-19 06:50:26.768189200,90,6,CF623FA,CF623FA,True,Order Received,,,
BRU00008892,Toothbrush 4000,2022-12-18 15:52:59.100946800,19,3,B756UQ,B756UQ,True,Order Received,,,
BRU00008596,Toothbrush 2000,2022-12-18 16:05:28.160566800,78,9,BS78TG,BS78TG,True,Order Received,,,
BRU00008756,Toothbrush 4000,2022-12-19 13:08:58.892300800,14,5,CB13YH,CB13YH,True,Order Confirmed,2022-12-19 14:00:20.775746800,,
BRU00008869,Toothbrush 4000,2022-12-18 22:45:44.419870800,33,5,BS169PT,BS169PT,True,Order Received,,,
BRU00008849,Toothbrush 2000,2022-12-18 19:56:32.245538800,94,7,BN237AY,BN237AY,True,Order Received,,,
BRU00008945,Toothbrush 4000,2022-12-18 22:20:32.892436400,30,5,CH426RZ,CH426RZ,True,Order Received,,,
BRU00009146,Toothbrush 2000,2022-12-19 10:19:59.846250000,73,6,BA126DT,BA126DT,True,Order Received,,,
BRU00009066,Toothbrush 4000,2022-12-19 03:16:18.341152399,19,9,CV39LG,CV39LG,True,Order Confirmed,2022-12-19 04:20:07.655619199,,
BRU00008749,Toothbrush 2000,2022-12-18 13:43:53.178381600,90,2,G120HS,G120HS,True,Order Received,,,
BRU00008755,Toothbrush 2000,2022-12-19 04:05:39.731331599,77,1,BL49LS,BL49LS,True,Order Confirmed,2022-12-19 04:59:14.398333199,,
BRU00008585,Toothbrush 4000,2022-12-18 23:50:33.772454000,29,1,AB441QD,AB441QD,True,Order Received,,,
BRU00009305,Toothbrush 2000,2022-12-19 04:06:00.942034800,79,8,DL70PG,DL70PG,True,Order Confirmed,2022-12-19 05:08:14.310853199,,
BRU00008663,Toothbrush 4000,2022-12-19 12:46:01.637041600,36,4,CO93EX,CO93EX,True,Order Confirmed,2022-12-19 13:46:50.943520000,,
BRU00008701,Toothbrush 4000,2022-12-19 11:16:27.459704400,25,8,IP173FB,IP173FB,True,Order Received,,,
BRU00008648,Toothbrush 2000,2022-12-19 05:40:05.661364800,84,5,CV477RX,CV477RX,True,Order Received,,,
BRU00008810,Toothbrush 2000,2022-12-18 14:01:44.290692000,67,9,CF144PA,CF144PA,True,Order Confirmed,2022-12-18 14:57:18.380227200,,
BRU00008924,Toothbrush 4000,2022-12-19 17:39:15.130762800,36,5,DN110LG,DN110LG,True,Order Received,,,
BRU00009135,Toothbrush 2000,2022-12-19 03:22:03.587039600,82,6,CV325WE,CV325WE,True,Order Confirmed,2022-12-19 04:31:27.424382000,,
BRU00009024,Toothbrush 4000,2022-12-18 14:41:42.987576000,24,7,BS137RU,BS137RU,True,Order Confirmed,2022-12-18 16:11:27.046257600,,
BRU00008587,Toothbrush 4000,2022-12-19 07:03:32.303620400,36,3,HP218TB,HP218TB,True,Order Confirmed,2022-12-19 07:56:45.973805600,,
